id,group_id,hop_index,n_hops,hop,label,question,answer,source,supporting_title,supporting_sent_id,is_injected_error,split
5a8243be5542990a1d231f7e-clean,5a8243be5542990a1d231f7e,3,4,"Glen Cove is a city in Nassau County, New York on the North Shore of Long Island.",0,"The 17.07 mi state highway New York State Route 107 connects which city in New York with a population of about 27,000 as of 2010?",Glen Cove,hotpotqa,"Glen Cove, New York",0,False,validation
5a8243be5542990a1d231f7e-clean,5a8243be5542990a1d231f7e,4,4,"As of the United States 2010 Census, the city population was 26,964.",0,"The 17.07 mi state highway New York State Route 107 connects which city in New York with a population of about 27,000 as of 2010?",Glen Cove,hotpotqa,"Glen Cove, New York",1,False,validation
5a8243be5542990a1d231f7e-error,5a8243be5542990a1d231f7e,1,4,"New York State Route 107 (NY 107) is a 17.07 mi state highway in Nassau County, New York, in the United States.",0,"The 17.07 mi state highway New York State Route 107 connects which city in New York with a population of about 27,000 as of 2010?",Glen Cove,hotpotqa,New York State Route 107,0,False,validation
5a8243be5542990a1d231f7e-error,5a8243be5542990a1d231f7e,2,4,"The route begins at an intersection with Merrick Road (unsigned County Route 27 or CR 27) in Massapequa, serving several communities in the town of Oyster Bay before entering the city of Glen Cove and terminating at an intersection with Pulaski Street.",0,"The 17.07 mi state highway New York State Route 107 connects which city in New York with a population of about 27,000 as of 2010?",Glen Cove,hotpotqa,New York State Route 107,1,False,validation
5a8243be5542990a1d231f7e-error,5a8243be5542990a1d231f7e,3,4,"Glen Cove is a city in Nassau County, New York on the North Shore of Long Island.",0,"The 17.07 mi state highway New York State Route 107 connects which city in New York with a population of about 27,000 as of 2010?",Glen Cove,hotpotqa,"Glen Cove, New York",0,False,validation
5a8243be5542990a1d231f7e-error,5a8243be5542990a1d231f7e,4,4,"As of the United States 2012 Census, the city population was 26,964.",1,"The 17.07 mi state highway New York State Route 107 connects which city in New York with a population of about 27,000 as of 2010?",Glen Cove,hotpotqa,"Glen Cove, New York",1,True,validation
5ae3e56f5542994393b9e79d-clean,5ae3e56f5542994393b9e79d,1,3,The Laboratory for Energy Conversion (LEC) formerly known as Turbomachinery Laboratory (LSM) was founded in 1892 by Aurel Boleslav Stodola.,0,The Laboratory for Energy Conversion  is part of the engineering and math university in what country?,Switzerland,hotpotqa,Laboratory for Energy Conversion,0,False,train
5ae3e56f5542994393b9e79d-clean,5ae3e56f5542994393b9e79d,2,3,As part of the Federal Institute of Technology Zurich (ETH).,0,The Laboratory for Energy Conversion  is part of the engineering and math university in what country?,Switzerland,hotpotqa,Laboratory for Energy Conversion,1,False,train
5ae3e56f5542994393b9e79d-clean,5ae3e56f5542994393b9e79d,3,3,"ETH Zurich (Swiss Federal Institute of Technology in Zurich; German: ""Eidgenössische Technische Hochschule Zürich"" ) is a science, technology, engineering and mathematics university in the city of Zürich, Switzerland.",0,The Laboratory for Energy Conversion  is part of the engineering and math university in what country?,Switzerland,hotpotqa,ETH Zurich,0,False,train
5ae3e56f5542994393b9e79d-error,5ae3e56f5542994393b9e79d,1,3,The Laboratory for Energy Conversion (LEC) formerly known as Turbomachinery Laboratory (LSM) was founded in 1893 by Aurel Boleslav Stodola.,1,The Laboratory for Energy Conversion  is part of the engineering and math university in what country?,Switzerland,hotpotqa,Laboratory for Energy Conversion,0,True,train
5ae3e56f5542994393b9e79d-error,5ae3e56f5542994393b9e79d,2,3,As part of the Federal Institute of Technology Zurich (ETH).,0,The Laboratory for Energy Conversion  is part of the engineering and math university in what country?,Switzerland,hotpotqa,Laboratory for Energy Conversion,1,False,train
5ae3e56f5542994393b9e79d-error,5ae3e56f5542994393b9e79d,3,3,"ETH Zurich (Swiss Federal Institute of Technology in Zurich; German: ""Eidgenössische Technische Hochschule Zürich"" ) is a science, technology, engineering and mathematics university in the city of Zürich, Switzerland.",0,The Laboratory for Energy Conversion  is part of the engineering and math university in what country?,Switzerland,hotpotqa,ETH Zurich,0,False,train
5abc49635542993a06baf8cb-clean,5abc49635542993a06baf8cb,1,4,"Terrell Everett (born June 30, 1984) is an American professional basketball player for Lugano Tigers of the Championnat LNA.",0,Terrell Everett played college basketball for a men's NCAA Division I team that plays in what conference?,Big 12 Conference,hotpotqa,Terrell Everett,0,False,train
5abc49635542993a06baf8cb-clean,5abc49635542993a06baf8cb,2,4,He played college basketball for Missouri State-West Plains and Oklahoma.,0,Terrell Everett played college basketball for a men's NCAA Division I team that plays in what conference?,Big 12 Conference,hotpotqa,Terrell Everett,1,False,train
5abc49635542993a06baf8cb-clean,5abc49635542993a06baf8cb,3,4,The Oklahoma Sooners men's basketball team represents the University of Oklahoma in men's NCAA Division I basketball.,0,Terrell Everett played college basketball for a men's NCAA Division I team that plays in what conference?,Big 12 Conference,hotpotqa,Oklahoma Sooners men's basketball,0,False,train
5abc49635542993a06baf8cb-clean,5abc49635542993a06baf8cb,4,4,The Sooners play in the Big 12 Conference.,0,Terrell Everett played college basketball for a men's NCAA Division I team that plays in what conference?,Big 12 Conference,hotpotqa,Oklahoma Sooners men's basketball,1,False,train
5abc49635542993a06baf8cb-error,5abc49635542993a06baf8cb,1,4,"Terrell Everett (born June 30, 1984) is an American professional basketball player for Lugano Tigers of the Championnat LNA.",0,Terrell Everett played college basketball for a men's NCAA Division I team that plays in what conference?,Big 12 Conference,hotpotqa,Terrell Everett,0,False,train
5abc49635542993a06baf8cb-error,5abc49635542993a06baf8cb,2,4,He played college basketball for Missouri State-West Plains and Oklahoma.,0,Terrell Everett played college basketball for a men's NCAA Division I team that plays in what conference?,Big 12 Conference,hotpotqa,Terrell Everett,1,False,train
5abc49635542993a06baf8cb-error,5abc49635542993a06baf8cb,3,4,The Oklahoma Sooners men's basketball team represents the University of Oklahoma in men's NCAA Division I basketball.,0,Terrell Everett played college basketball for a men's NCAA Division I team that plays in what conference?,Big 12 Conference,hotpotqa,Oklahoma Sooners men's basketball,0,False,train
5abc49635542993a06baf8cb-error,5abc49635542993a06baf8cb,4,4,The Sooners play in the Big 14 Conference.,1,Terrell Everett played college basketball for a men's NCAA Division I team that plays in what conference?,Big 12 Conference,hotpotqa,Oklahoma Sooners men's basketball,1,True,train
5ae3fe515542995dadf2429e-clean,5ae3fe515542995dadf2429e,1,2,"He is recorded by Fordun, in his ""Scotichronicon"", and in ""Extracta ex variis Cronicis Scocie"" as ""Robertus de Lavedir 'the good'""",0,How far south-west of Inverness is the castle of which Robert Lauder of Quarrelwood was Captain located?,21 km,hotpotqa,Robert Lauder of Quarrelwood,1,False,validation
5ae3fe515542995dadf2429e-clean,5ae3fe515542995dadf2429e,2,2,"The castle is on the A82 road, 21 km south-west of Inverness and 2 km east of the village of Drumnadrochit.",0,How far south-west of Inverness is the castle of which Robert Lauder of Quarrelwood was Captain located?,21 km,hotpotqa,Urquhart Castle,1,False,validation
5ae3fe515542995dadf2429e-error,5ae3fe515542995dadf2429e,1,2,"He is recorded by Fordun, in his ""Scotichronicon"", and in ""Extracta ex variis Cronicis Scocie"" as ""Robertus de Lavedir 'the good'""",0,How far south-west of Inverness is the castle of which Robert Lauder of Quarrelwood was Captain located?,21 km,hotpotqa,Robert Lauder of Quarrelwood,1,False,validation
5ae3fe515542995dadf2429e-error,5ae3fe515542995dadf2429e,2,2,"The castle is on the A82 road, 23 km south-west of Inverness and 2 km east of the village of Drumnadrochit.",1,How far south-west of Inverness is the castle of which Robert Lauder of Quarrelwood was Captain located?,21 km,hotpotqa,Urquhart Castle,1,True,validation
5ac326af554299657fa290ea-clean,5ac326af554299657fa290ea,1,2,It was also used in the mid-engined rear-wheel drive Pontiac Fiero.,0,What rear wheel drive car used the getrag 282 transmission?,Pontiac Fiero,hotpotqa,Getrag 282 transmission,3,False,test
5ac326af554299657fa290ea-clean,5ac326af554299657fa290ea,2,2,"The Fiero was the first two-seater Pontiac since the 1926 to 1938 coupes, and also the first and only mass-produced mid-engine sports car by a U.S. manufacturer.",0,What rear wheel drive car used the getrag 282 transmission?,Pontiac Fiero,hotpotqa,Pontiac Fiero,2,False,test
5ac326af554299657fa290ea-error,5ac326af554299657fa290ea,1,2,It was also used in the mid-engined rear-wheel drive Pontiac Fiero.,0,What rear wheel drive car used the getrag 282 transmission?,Pontiac Fiero,hotpotqa,Getrag 282 transmission,3,False,test
5ac326af554299657fa290ea-error,5ac326af554299657fa290ea,2,2,"The Fiero was the first two-seater Pontiac since the 1929 to 1938 coupes, and also the first and only mass-produced mid-engine sports car by a U.S. manufacturer.",1,What rear wheel drive car used the getrag 282 transmission?,Pontiac Fiero,hotpotqa,Pontiac Fiero,2,True,test
5aba8bcb55429901930fa826-clean,5aba8bcb55429901930fa826,1,2,"The Piano Concerto No. 4 in D minor, Op. 70, by Anton Rubinstein is a Romantic concerto that was once highly esteemed and was in the repertoire of the Russian and Polish piano virtuosos Sergei Rachmaninoff and Ignacy Jan Paderewski.",0,Who is a Polish politician that was also famous for performing Piano Concerto No. 4 by Anton Rubinstein?,Ignacy Jan Paderewski,hotpotqa,Piano Concerto No. 4 (Rubinstein),0,False,train
5aba8bcb55429901930fa826-clean,5aba8bcb55429901930fa826,2,2,"Ignacy Jan Paderewski, GBE (] ; 18 November [O.S. 6 November] 1860  – 29 June 1941) was a Polish pianist and composer, politician and spokesman for Polish independence.",0,Who is a Polish politician that was also famous for performing Piano Concerto No. 4 by Anton Rubinstein?,Ignacy Jan Paderewski,hotpotqa,Ignacy Jan Paderewski,0,False,train
5aba8bcb55429901930fa826-error,5aba8bcb55429901930fa826,1,2,"The Piano Concerto No. 4 in D minor, Op. 70, by Anton Rubinstein is a Romantic concerto that was once highly esteemed and was in the repertoire of the Russian and Polish piano virtuosos Sergei Rachmaninoff and Ignacy Jan Paderewski.",0,Who is a Polish politician that was also famous for performing Piano Concerto No. 4 by Anton Rubinstein?,Ignacy Jan Paderewski,hotpotqa,Piano Concerto No. 4 (Rubinstein),0,False,train
5aba8bcb55429901930fa826-error,5aba8bcb55429901930fa826,2,2,"Mariela Cingo, GBE (] ; 18 November [O.S. 6 November] 1860  – 29 June 1941) was a Polish pianist and composer, politician and spokesman for Polish independence.",1,Who is a Polish politician that was also famous for performing Piano Concerto No. 4 by Anton Rubinstein?,Ignacy Jan Paderewski,hotpotqa,Ignacy Jan Paderewski,0,True,train
5a8b53225542997f31a41cda-clean,5a8b53225542997f31a41cda,1,3,"It stars Cheech Marin, Tommy Chong, Paul Reubens, Stacy Keach, Evelyn Guerrero, Sandra Bernhard, and Timothy Leary.",0,"Nice Dreams  an American model, actress, comedian, singer, and author, who portrayed Nancy Bartlett on what sitcom?",Roseanne,hotpotqa,Nice Dreams,1,False,test
5a8b53225542997f31a41cda-clean,5a8b53225542997f31a41cda,2,3,"Sandra Bernhard (born June 6, 1955) is an American model, actress, comedian, singer and author.",0,"Nice Dreams  an American model, actress, comedian, singer, and author, who portrayed Nancy Bartlett on what sitcom?",Roseanne,hotpotqa,Sandra Bernhard,0,False,test
5a8b53225542997f31a41cda-clean,5a8b53225542997f31a41cda,3,3,"Bernhard is best known as portraying Nancy Barlett Thomas on the ABC sitcom ""Roseanne"" beginning in the fourth season (1991) until the show ended in 1997.",0,"Nice Dreams  an American model, actress, comedian, singer, and author, who portrayed Nancy Bartlett on what sitcom?",Roseanne,hotpotqa,Sandra Bernhard,2,False,test
5a8b53225542997f31a41cda-error,5a8b53225542997f31a41cda,1,3,"It stars Cheech Marin, Tommy Chong, Paul Reubens, Stacy Keach, Evelyn Guerrero, Maytee Martinez, and Timothy Leary.",1,"Nice Dreams  an American model, actress, comedian, singer, and author, who portrayed Nancy Bartlett on what sitcom?",Roseanne,hotpotqa,Nice Dreams,1,True,test
5a8b53225542997f31a41cda-error,5a8b53225542997f31a41cda,2,3,"Sandra Bernhard (born June 6, 1955) is an American model, actress, comedian, singer and author.",0,"Nice Dreams  an American model, actress, comedian, singer, and author, who portrayed Nancy Bartlett on what sitcom?",Roseanne,hotpotqa,Sandra Bernhard,0,False,test
5a8b53225542997f31a41cda-error,5a8b53225542997f31a41cda,3,3,"Bernhard is best known as portraying Nancy Barlett Thomas on the ABC sitcom ""Roseanne"" beginning in the fourth season (1991) until the show ended in 1997.",0,"Nice Dreams  an American model, actress, comedian, singer, and author, who portrayed Nancy Bartlett on what sitcom?",Roseanne,hotpotqa,Sandra Bernhard,2,False,test
5ac4efa755429924173fb4ed-clean,5ac4efa755429924173fb4ed,1,2,"Overachievers (Chinese: 名門暗戰) is a 30-episode Hong Kong television drama produced by Marco Law for TVB and stars Wayne Lai, Raymond Wong Ho-yin, Edwin Siu, Power Chan, Raymond Cho, Nancy Wu and Maggie Shiu.",0,In What country was actor Nancy Wu born in?,Hong Kong,hotpotqa,Overachievers,0,False,train
5ac4efa755429924173fb4ed-clean,5ac4efa755429924173fb4ed,2,2,"Nancy Wu () (born September 9, 1981) is a Hong Kong actress contracted to TVB.",0,In What country was actor Nancy Wu born in?,Hong Kong,hotpotqa,Nancy Wu,0,False,train
5ac4efa755429924173fb4ed-error,5ac4efa755429924173fb4ed,1,2,"Overachievers (Chinese: 名門暗戰) is a 30-episode Hong Kong television drama produced by Marco Law for TVB and stars Wayne Lai, Raymond Wong Ho-yin, Edwin Siu, Power Chan, Raymond Cho, Nancy Wu and Maggie Shiu.",0,In What country was actor Nancy Wu born in?,Hong Kong,hotpotqa,Overachievers,0,False,train
5ac4efa755429924173fb4ed-error,5ac4efa755429924173fb4ed,2,2,"Nancy Wu () (born September 9, 1984) is a Hong Kong actress contracted to TVB.",1,In What country was actor Nancy Wu born in?,Hong Kong,hotpotqa,Nancy Wu,0,True,train
5ade79f05542997c77adee39-clean,5ade79f05542997c77adee39,1,2,"The song ""2 Wicky"" was featured in the movies ""Stealing Beauty"" by Italian director Bernardo Bertolucci, ""I Know What You Did Last Summer,"" and ""Permanent Midnight"".",0,"A New Stereophonic Sound Spectacular is the first album by the Belgian band Hooverphonic when the band was only known as ""Hoover"", which song, was featured in the movies ""Stealing Beauty"", a 1996 drama?",2 Wicky,hotpotqa,A New Stereophonic Sound Spectacular,2,False,train
5ade79f05542997c77adee39-clean,5ade79f05542997c77adee39,2,2,"Stealing Beauty (French: ""Beauté volée"" ; Italian: ""Io ballo da sola"" ) is a 1996 drama film directed by Bernardo Bertolucci and starring Liv Tyler, Joseph Fiennes, Jeremy Irons, Sinéad Cusack, and Rachel Weisz.",0,"A New Stereophonic Sound Spectacular is the first album by the Belgian band Hooverphonic when the band was only known as ""Hoover"", which song, was featured in the movies ""Stealing Beauty"", a 1996 drama?",2 Wicky,hotpotqa,Stealing Beauty,0,False,train
5ade79f05542997c77adee39-error,5ade79f05542997c77adee39,1,2,"The song ""2 Wicky"" was featured in the movies ""Stealing Beauty"" by Italian director Bernardo Bertolucci, ""I Know What You Did Last Summer,"" and ""Permanent Midnight"".",0,"A New Stereophonic Sound Spectacular is the first album by the Belgian band Hooverphonic when the band was only known as ""Hoover"", which song, was featured in the movies ""Stealing Beauty"", a 1996 drama?",2 Wicky,hotpotqa,A New Stereophonic Sound Spectacular,2,False,train
5ade79f05542997c77adee39-error,5ade79f05542997c77adee39,2,2,"Stealing Beauty (French: ""Beauté volée"" ; Italian: ""Io ballo da sola"" ) is a 1998 drama film directed by Bernardo Bertolucci and starring Liv Tyler, Joseph Fiennes, Jeremy Irons, Sinéad Cusack, and Rachel Weisz.",1,"A New Stereophonic Sound Spectacular is the first album by the Belgian band Hooverphonic when the band was only known as ""Hoover"", which song, was featured in the movies ""Stealing Beauty"", a 1996 drama?",2 Wicky,hotpotqa,Stealing Beauty,0,True,train
5a90beb355429916514e754f-clean,5a90beb355429916514e754f,1,3,"""That's My Pa"" is a 1962 single by Sheb Wooley.",0,Who did the singer of That's My Pa play in High Noon?,Ben Miller,hotpotqa,That's My Pa,0,False,train
5a90beb355429916514e754f-clean,5a90beb355429916514e754f,2,3,"Shelby Fredrick ""Sheb"" Wooley (April 10, 1921 – September 16, 2003) was a character actor and singer, best known for his 1958 novelty song ""The Purple People Eater.""",0,Who did the singer of That's My Pa play in High Noon?,Ben Miller,hotpotqa,Sheb Wooley,0,False,train
5a90beb355429916514e754f-clean,5a90beb355429916514e754f,3,3,"He played Ben Miller, brother of Frank Miller, in the film ""High Noon""; played Travis Cobb in ""The Outlaw Josey Wales""; and also had a co-starring role as scout Pete Nolan in the television series ""Rawhide.""",0,Who did the singer of That's My Pa play in High Noon?,Ben Miller,hotpotqa,Sheb Wooley,1,False,train
5a90beb355429916514e754f-error,5a90beb355429916514e754f,1,3,"""That's My Pa"" is a 1962 single by Dimitri Tiomkin.",1,Who did the singer of That's My Pa play in High Noon?,Ben Miller,hotpotqa,That's My Pa,0,True,train
5a90beb355429916514e754f-error,5a90beb355429916514e754f,2,3,"Shelby Fredrick ""Sheb"" Wooley (April 10, 1921 – September 16, 2003) was a character actor and singer, best known for his 1958 novelty song ""The Purple People Eater.""",0,Who did the singer of That's My Pa play in High Noon?,Ben Miller,hotpotqa,Sheb Wooley,0,False,train
5a90beb355429916514e754f-error,5a90beb355429916514e754f,3,3,"He played Ben Miller, brother of Frank Miller, in the film ""High Noon""; played Travis Cobb in ""The Outlaw Josey Wales""; and also had a co-starring role as scout Pete Nolan in the television series ""Rawhide.""",0,Who did the singer of That's My Pa play in High Noon?,Ben Miller,hotpotqa,Sheb Wooley,1,False,train
5a75293e55429929fddd850f-clean,5a75293e55429929fddd850f,1,2,"Shantaram is a 2003 novel by Gregory David Roberts, in which a convicted Australian bank robber and heroin addict who escaped from Pentridge Prison flees to India.",0,"Who is the author of the book based on the prison established in 1851 in Coburg, Victoria?",Gregory David Roberts,hotpotqa,Shantaram (novel),0,False,train
5a75293e55429929fddd850f-clean,5a75293e55429929fddd850f,2,2,"Her Majesty's Prison Pentridge was an Australian prison that was first established in 1851 in Coburg, Victoria.",0,"Who is the author of the book based on the prison established in 1851 in Coburg, Victoria?",Gregory David Roberts,hotpotqa,HM Prison Pentridge,0,False,train
5a75293e55429929fddd850f-error,5a75293e55429929fddd850f,1,2,"Shantaram is a 2003 novel by Gregory David Roberts, in which a convicted Australian bank robber and heroin addict who escaped from Pentridge Prison flees to India.",0,"Who is the author of the book based on the prison established in 1851 in Coburg, Victoria?",Gregory David Roberts,hotpotqa,Shantaram (novel),0,False,train
5a75293e55429929fddd850f-error,5a75293e55429929fddd850f,2,2,"Her Majesty's Prison Pentridge was an Australian prison that was first established in 1853 in Coburg, Victoria.",1,"Who is the author of the book based on the prison established in 1851 in Coburg, Victoria?",Gregory David Roberts,hotpotqa,HM Prison Pentridge,0,True,train
5a7330455542991f9a20c677-clean,5a7330455542991f9a20c677,1,2,"The flight was last active as the 310th Air Refueling Squadron in October 1994, when it was assigned to the 380th Air Refueling Wing at Plattsburgh Air Force Base.",0,Which city was the 310th Expeditionary Air Refeuling Flight assigned in 1994?,"Plattsburgh, New York",hotpotqa,310th Air Refueling Squadron,1,False,test
5a7330455542991f9a20c677-clean,5a7330455542991f9a20c677,2,2,"Plattsburgh Air Force Base is a former United States Air Force Strategic Air Command (SAC) base covering 3,447 acres (13.7 km²) in the extreme northeast corner of New York, 20 miles (32 km) south of the Canada–United States border, located on the western shore of Lake Champlain opposite Burlington, Vermont, in the city of Plattsburgh, New York.",0,Which city was the 310th Expeditionary Air Refeuling Flight assigned in 1994?,"Plattsburgh, New York",hotpotqa,Plattsburgh Air Force Base,0,False,test
5a7330455542991f9a20c677-error,5a7330455542991f9a20c677,1,2,"The flight was last active as the 310th Air Refueling Squadron in October 1994, when it was assigned to the 380th Air Refueling Wing at Plattsburgh Air Force Base.",0,Which city was the 310th Expeditionary Air Refeuling Flight assigned in 1994?,"Plattsburgh, New York",hotpotqa,310th Air Refueling Squadron,1,False,test
5a7330455542991f9a20c677-error,5a7330455542991f9a20c677,2,2,"Plattsburgh Air Force Base is a former United States Air Force Strategic Air Command (SAC) base covering 3,447 acres (13.7 km²) in the extreme northeast corner of New York, 23 miles (32 km) south of the Canada–United States border, located on the western shore of Lake Champlain opposite Burlington, Vermont, in the city of Plattsburgh, New York.",1,Which city was the 310th Expeditionary Air Refeuling Flight assigned in 1994?,"Plattsburgh, New York",hotpotqa,Plattsburgh Air Force Base,0,True,test
5ab25db35542993be8fa98e5-clean,5ab25db35542993be8fa98e5,1,2,"Craig Goldy (born November 6, 1961) is an American guitarist, most notably of the band Dio.",0,Craig Goldy is a guitarist in what American heavy metal band that was formed in 1982?,Dio,hotpotqa,Craig Goldy,0,False,test
5ab25db35542993be8fa98e5-clean,5ab25db35542993be8fa98e5,2,2,"Dio was an American heavy metal band formed in 1982 and led by vocalist Ronnie James Dio, after he left Black Sabbath with intentions to form a new band with fellow former Black Sabbath member Vinny Appice, the band's drummer.",0,Craig Goldy is a guitarist in what American heavy metal band that was formed in 1982?,Dio,hotpotqa,Dio (band),0,False,test
5ab25db35542993be8fa98e5-error,5ab25db35542993be8fa98e5,1,2,"Craig Goldy (born November 6, 1961) is an American guitarist, most notably of the band Dio.",0,Craig Goldy is a guitarist in what American heavy metal band that was formed in 1982?,Dio,hotpotqa,Craig Goldy,0,False,test
5ab25db35542993be8fa98e5-error,5ab25db35542993be8fa98e5,2,2,"Dio was an American heavy metal band formed in 1985 and led by vocalist Ronnie James Dio, after he left Black Sabbath with intentions to form a new band with fellow former Black Sabbath member Vinny Appice, the band's drummer.",1,Craig Goldy is a guitarist in what American heavy metal band that was formed in 1982?,Dio,hotpotqa,Dio (band),0,True,test
5a8278bb55429940e5e1a8c5-clean,5a8278bb55429940e5e1a8c5,1,4,"Ryu Soo-young (born Eo Nam-seon on September 5, 1979) is a South Korean actor.",0,What is the name of this South Korean film that was a remake from a 1985 movie and starred a south korean actor who made his first appearance on television as a college student on a cooking show?,Summertime,hotpotqa,Ryu Soo-young,0,False,train
5a8278bb55429940e5e1a8c5-clean,5a8278bb55429940e5e1a8c5,2,4,"He made his first appearance on television as a college student on a cooking show in 1998, then starred in the controversial film ""Summertime"" (2001).",0,What is the name of this South Korean film that was a remake from a 1985 movie and starred a south korean actor who made his first appearance on television as a college student on a cooking show?,Summertime,hotpotqa,Ryu Soo-young,1,False,train
5a8278bb55429940e5e1a8c5-clean,5a8278bb55429940e5e1a8c5,3,4,"Summertime (Hangul: 썸머타임 ; RR: ""Sseommeotaim "" ) is a 2001 South Korean film directed by Park Jae-ho and starring Ryu Soo-young and Kim Ji-hyun.",0,What is the name of this South Korean film that was a remake from a 1985 movie and starred a south korean actor who made his first appearance on television as a college student on a cooking show?,Summertime,hotpotqa,Summertime (2001 film),0,False,train
5a8278bb55429940e5e1a8c5-clean,5a8278bb55429940e5e1a8c5,4,4,"A remake of the controversial Philippine film ""Scorpio Nights"" (1985), the film was also inspired by the Gwangju massacre.",0,What is the name of this South Korean film that was a remake from a 1985 movie and starred a south korean actor who made his first appearance on television as a college student on a cooking show?,Summertime,hotpotqa,Summertime (2001 film),1,False,train
5a8278bb55429940e5e1a8c5-error,5a8278bb55429940e5e1a8c5,1,4,"Ryu Soo-young (born Eo Nam-seon on September 5, 1979) is a South Korean actor.",0,What is the name of this South Korean film that was a remake from a 1985 movie and starred a south korean actor who made his first appearance on television as a college student on a cooking show?,Summertime,hotpotqa,Ryu Soo-young,0,False,train
5a8278bb55429940e5e1a8c5-error,5a8278bb55429940e5e1a8c5,2,4,"He made his first appearance on television as a college student on a cooking show in 1998, then starred in the controversial film ""Summertime"" (2001).",0,What is the name of this South Korean film that was a remake from a 1985 movie and starred a south korean actor who made his first appearance on television as a college student on a cooking show?,Summertime,hotpotqa,Ryu Soo-young,1,False,train
5a8278bb55429940e5e1a8c5-error,5a8278bb55429940e5e1a8c5,3,4,"Summertime (Hangul: 썸머타임 ; RR: ""Sseommeotaim "" ) is a 2001 South Korean film directed by Park Jae-ho and starring Nadia G and Kim Ji-hyun.",1,What is the name of this South Korean film that was a remake from a 1985 movie and starred a south korean actor who made his first appearance on television as a college student on a cooking show?,Summertime,hotpotqa,Summertime (2001 film),0,True,train
5a8278bb55429940e5e1a8c5-error,5a8278bb55429940e5e1a8c5,4,4,"A remake of the controversial Philippine film ""Scorpio Nights"" (1985), the film was also inspired by the Gwangju massacre.",0,What is the name of this South Korean film that was a remake from a 1985 movie and starred a south korean actor who made his first appearance on television as a college student on a cooking show?,Summertime,hotpotqa,Summertime (2001 film),1,False,train
5ae63ffb55429908198fa548-clean,5ae63ffb55429908198fa548,1,2,"""Sk8er Boi"" ( , ""skater boy"") is a song by Canadian singer-songwriter Avril Lavigne, released as the second single from her debut album, ""Let Go"" (2002).",0,"""Sk8er Boi"", is a song by Canadian singer-songwriter Avril Lavigne, released as the second single from her debut album, ""Let Go"", the debut studio album, released in which year? ",2002,hotpotqa,Sk8er Boi,0,False,train
5ae63ffb55429908198fa548-clean,5ae63ffb55429908198fa548,2,2,"Let Go is the debut studio album by Canadian singer-songwriter Avril Lavigne, released on 4 June 2002.",0,"""Sk8er Boi"", is a song by Canadian singer-songwriter Avril Lavigne, released as the second single from her debut album, ""Let Go"", the debut studio album, released in which year? ",2002,hotpotqa,Let Go (Avril Lavigne album),0,False,train
5ae63ffb55429908198fa548-error,5ae63ffb55429908198fa548,1,2,"""Sk8er Boi"" ( , ""skater boy"") is a song by Canadian singer-songwriter Avril Lavigne, released as the second single from her debut album, ""I'm with You"" (2002).",1,"""Sk8er Boi"", is a song by Canadian singer-songwriter Avril Lavigne, released as the second single from her debut album, ""Let Go"", the debut studio album, released in which year? ",2002,hotpotqa,Sk8er Boi,0,True,train
5ae63ffb55429908198fa548-error,5ae63ffb55429908198fa548,2,2,"Let Go is the debut studio album by Canadian singer-songwriter Avril Lavigne, released on 4 June 2002.",0,"""Sk8er Boi"", is a song by Canadian singer-songwriter Avril Lavigne, released as the second single from her debut album, ""Let Go"", the debut studio album, released in which year? ",2002,hotpotqa,Let Go (Avril Lavigne album),0,False,train
5aba853a55429901930fa7fb-clean,5aba853a55429901930fa7fb,1,2,"His TV credits include NBC's ""30 Rock"" and ""Saturday Night Live"", HBO's ""Crashing"", Netflix's ""Unbreakable Kimmy Schmidt"", ""Bloodline"", ""Master of None"", and AMC's ""The Walking Dead"".",0,"Nicholas Francis Bernardone, is an American writer, comedian, director, his TV credits include which American Netflix original thriller–drama web television series created by Todd A. Kessler, Glenn Kessler, and Daniel Zelman, and produced by Sony Pictures Television?",Bloodline,hotpotqa,Nick Bernardone,1,False,train
5aba853a55429901930fa7fb-clean,5aba853a55429901930fa7fb,2,2,"Bloodline is an American Netflix original thriller–drama web television series created by Todd A. Kessler, Glenn Kessler, and Daniel Zelman, and produced by Sony Pictures Television.",0,"Nicholas Francis Bernardone, is an American writer, comedian, director, his TV credits include which American Netflix original thriller–drama web television series created by Todd A. Kessler, Glenn Kessler, and Daniel Zelman, and produced by Sony Pictures Television?",Bloodline,hotpotqa,Bloodline (TV series),0,False,train
5aba853a55429901930fa7fb-error,5aba853a55429901930fa7fb,1,2,"His TV credits include NBC's ""31 Rock"" and ""Saturday Night Live"", HBO's ""Crashing"", Netflix's ""Unbreakable Kimmy Schmidt"", ""Bloodline"", ""Master of None"", and AMC's ""The Walking Dead"".",1,"Nicholas Francis Bernardone, is an American writer, comedian, director, his TV credits include which American Netflix original thriller–drama web television series created by Todd A. Kessler, Glenn Kessler, and Daniel Zelman, and produced by Sony Pictures Television?",Bloodline,hotpotqa,Nick Bernardone,1,True,train
5aba853a55429901930fa7fb-error,5aba853a55429901930fa7fb,2,2,"Bloodline is an American Netflix original thriller–drama web television series created by Todd A. Kessler, Glenn Kessler, and Daniel Zelman, and produced by Sony Pictures Television.",0,"Nicholas Francis Bernardone, is an American writer, comedian, director, his TV credits include which American Netflix original thriller–drama web television series created by Todd A. Kessler, Glenn Kessler, and Daniel Zelman, and produced by Sony Pictures Television?",Bloodline,hotpotqa,Bloodline (TV series),0,False,train
